request;permission;role
I need to update basic properties on device registration policies.;NONE;NONE
I need to update basic properties on device registration policies.;NONE;NONE
I need to update basic properties on device registration policies.;NONE;NONE
I need to update basic properties on device registration policies.;NONE;NONE
I need to update basic properties on device registration policies.;NONE;NONE
I need to manage all properties of Conditional Access policies.;NONE;NONE
I need to manage all properties of Conditional Access policies.;NONE;NONE
I need to manage all properties of Conditional Access policies.;NONE;NONE
I need to manage all properties of Conditional Access policies.;NONE;NONE
I need to manage all properties of Conditional Access policies.;NONE;NONE
I need to read standard properties of federation configuration for domains.;NONE;NONE
I need to read standard properties of federation configuration for domains.;NONE;NONE
I need to read standard properties of federation configuration for domains.;NONE;NONE
I need to read standard properties of federation configuration for domains.;NONE;NONE
I need to read standard properties of federation configuration for domains.;NONE;NONE
I need to deploy and manage programs in Insights app.;NONE;NONE
I need to deploy and manage programs in Insights app.;NONE;NONE
I need to deploy and manage programs in Insights app.;NONE;NONE
I need to deploy and manage programs in Insights app.;NONE;NONE
I need to deploy and manage programs in Insights app.;NONE;NONE
I need to manage admin consent request policies in Microsoft Entra ID.;NONE;NONE
I need to manage admin consent request policies in Microsoft Entra ID.;NONE;NONE
I need to manage admin consent request policies in Microsoft Entra ID.;NONE;NONE
I need to manage admin consent request policies in Microsoft Entra ID.;NONE;NONE
I need to manage admin consent request policies in Microsoft Entra ID.;NONE;NONE
I need to read basic properties of a tenant participating in a multi-tenant organization.;NONE;NONE
I need to read basic properties of a tenant participating in a multi-tenant organization.;NONE;NONE
I need to read basic properties of a tenant participating in a multi-tenant organization.;NONE;NONE
I need to read basic properties of a tenant participating in a multi-tenant organization.;NONE;NONE
I need to read basic properties of a tenant participating in a multi-tenant organization.;NONE;NONE
I need to read owners of policies.;policy/read;Policy Reader
I need to read owners of policies.;policy/read;Policy Reader
I need to read owners of policies.;policy/read;Policy Reader
I need to read owners of policies.;policy/read;Policy Reader
I need to read owners of policies.;policy/read;Policy Reader
I need to grant consent for any permission to any application.;NONE;NONE
I need to grant consent for any permission to any application.;NONE;NONE
I need to grant consent for any permission to any application.;NONE;NONE
I need to grant consent for any permission to any application.;NONE;NONE
I need to grant consent for any permission to any application.;NONE;NONE
I need to read all properties of directory roles.;directoryRoles/readAllProperties;Directory Role Administrator
I need to read all properties of directory roles.;directoryRoles/readAllProperties;Directory Role Administrator
I need to read all properties of directory roles.;directoryRoles/readAllProperties;Directory Role Administrator
I need to read all properties of directory roles.;directoryRoles/readAllProperties;Directory Role Administrator
I need to read all properties of directory roles.;directoryRoles/readAllProperties;Directory Role Administrator
I need to read basic properties on an organization.;NONE;NONE
I need to read basic properties on an organization.;NONE;NONE
I need to read basic properties on an organization.;NONE;NONE
I need to read basic properties on an organization.;NONE;NONE
I need to read basic properties on an organization.;NONE;NONE
I need to disable service principals.;NONE;NONE
I need to disable service principals.;NONE;NONE
I need to disable service principals.;NONE;NONE
I need to disable service principals.;NONE;NONE
I need to disable service principals.;NONE;NONE
I need to read policies.policyAppliedTo property.;NONE;NONE
I need to read policies.policyAppliedTo property.;NONE;NONE
I need to read policies.policyAppliedTo property.;NONE;NONE
I need to read policies.policyAppliedTo property.;NONE;NONE
I need to read policies.policyAppliedTo property.;NONE;NONE
I need to read all aspects of Viva Insights.;NONE;NONE
I need to read all aspects of Viva Insights.;NONE;NONE
I need to read all aspects of Viva Insights.;NONE;NONE
I need to read all aspects of Viva Insights.;NONE;NONE
I need to read all aspects of Viva Insights.;NONE;NONE
I need to update custom security attribute values for devices.;NONE;NONE
I need to update custom security attribute values for devices.;NONE;NONE
I need to update custom security attribute values for devices.;NONE;NONE
I need to update custom security attribute values for devices.;NONE;NONE
I need to update custom security attribute values for devices.;NONE;NONE
